id,hometown,habit,age,gender,result
12205,Vinh,marathon,23,male,no
12206,Vinh,badminton,22,male,yes
12207,Binh Duong,badminton,18,male,no
12208,Binh Duong,football,18,female,yes
12209,Hai Duong,marathon,22,male,yes
12210,Ca Mau,volleyball,18,male,no
12211,Hai Duong,volleyball,20,male,no
12212,Ha Noi,volleyball,23,female,no
12213,Binh Duong,marathon,19,male,no
12214,Vinh Phuc,football,23,female,yes
12215,Vinh Phuc,marathon,23,female,yes
12216,Hai Phong,badminton,19,female,no
12217,Binh Duong,volleyball,19,female,no
12218,Ca Mau,volleyball,22,female,yes
12219,Ha Noi,marathon,21,female,yes
12220,Vinh,badminton,21,male,no
12221,Ca Mau,volleyball,20,male,no
12222,Hai Duong,badminton,19,female,yes
12223,Ha Noi,football,21,male,no
12224,Vinh Phuc,volleyball,22,female,no
12225,Ca Mau,badminton,23,female,yes
12226,Binh Duong,marathon,18,male,no
12227,Ca Mau,volleyball,22,male,no
12228,Vinh,marathon,20,female,no
12229,Vinh Phuc,badminton,18,female,no
12230,Binh Duong,marathon,18,male,yes
12231,Hai Phong,marathon,18,male,no
12232,Ca Mau,marathon,22,male,yes
12233,Binh Duong,football,22,female,no
12234,Binh Duong,football,23,male,yes
12235,Binh Duong,volleyball,19,female,no
12236,Hai Phong,volleyball,20,male,yes
12237,Binh Duong,badminton,21,female,yes
12238,Ca Mau,badminton,19,female,no
12239,Hai Phong,badminton,19,female,yes
12240,Ca Mau,badminton,22,female,yes
12241,Hai Duong,volleyball,20,female,yes
12242,Vinh Phuc,football,21,female,no
12243,Hai Duong,football,19,female,yes
12244,Binh Duong,football,23,male,no
12245,Ca Mau,badminton,19,male,yes
12246,Vinh,marathon,21,female,yes
12247,Vinh,volleyball,19,female,yes
12248,Vinh,badminton,20,female,yes
12249,Hai Duong,football,21,female,yes
12250,Ha Noi,volleyball,19,female,no
12251,Hai Phong,football,18,female,no
12252,Hai Duong,marathon,18,male,yes
12253,Vinh Phuc,marathon,23,male,no
12254,Hai Phong,marathon,19,male,no
12255,Ca Mau,marathon,18,male,no
12256,Hai Phong,football,19,male,no
12257,Ca Mau,badminton,20,male,no
12258,Binh Duong,football,21,male,yes
12259,Hai Phong,football,23,male,yes
12260,Hai Duong,marathon,18,female,yes
12261,Hai Phong,badminton,21,male,no
12262,Vinh Phuc,marathon,21,female,yes
12263,Vinh Phuc,volleyball,22,female,yes
12264,Ha Noi,badminton,20,male,yes
12265,Hai Phong,marathon,20,female,yes
12266,Ca Mau,marathon,19,male,yes
12267,Hai Phong,football,20,female,yes
12268,Binh Duong,marathon,21,male,yes
12269,Ha Noi,football,21,male,yes
12270,Hai Duong,marathon,19,male,no
12271,Ca Mau,marathon,19,male,yes
12272,Hai Duong,volleyball,20,male,yes
12273,Binh Duong,badminton,19,female,no
12274,Vinh,football,19,male,no
12275,Ha Noi,marathon,18,female,no
12276,Ha Noi,badminton,21,male,no
12277,Ha Noi,badminton,22,male,no
12278,Ca Mau,marathon,20,female,yes
12279,Hai Duong,volleyball,23,male,yes
12280,Binh Duong,volleyball,18,male,no
12281,Vinh,football,22,female,no
12282,Vinh Phuc,marathon,20,male,yes
12283,Hai Phong,badminton,18,male,no
12284,Hai Phong,badminton,21,male,yes
12285,Ca Mau,volleyball,21,female,no
12286,Binh Duong,badminton,23,male,no
12287,Hai Duong,badminton,21,male,yes
12288,Hai Phong,volleyball,21,female,yes
12289,Hai Duong,badminton,18,male,yes
12290,Ca Mau,volleyball,19,female,no
12291,Ca Mau,volleyball,20,female,yes
12292,Vinh Phuc,volleyball,21,male,no
12293,Binh Duong,badminton,20,male,yes
12294,Ha Noi,marathon,21,female,yes
12295,Hai Phong,volleyball,19,male,no
12296,Hai Phong,football,21,male,no
12297,Hai Duong,volleyball,19,male,no
12298,Vinh,marathon,21,male,no
12299,Ha Noi,football,21,female,no
12300,Vinh,volleyball,20,male,yes
12301,Ca Mau,football,19,male,yes
12302,Ha Noi,badminton,18,female,yes
12303,Hai Duong,volleyball,21,female,no
12304,Vinh Phuc,football,21,male,yes
12305,Binh Duong,marathon,23,female,no
12306,Ca Mau,volleyball,20,female,yes
12307,Binh Duong,volleyball,19,female,yes
12308,Ha Noi,marathon,23,male,yes
12309,Hai Phong,football,18,male,no
12310,Ha Noi,football,19,male,no
12311,Hai Phong,badminton,19,female,no
12312,Hai Phong,marathon,23,female,yes
12313,Hai Duong,football,22,male,no
12314,Hai Duong,volleyball,18,female,yes
12315,Vinh,volleyball,21,female,yes
12316,Vinh Phuc,volleyball,19,female,yes
12317,Vinh Phuc,football,21,male,yes
12318,Hai Phong,volleyball,21,female,no
12319,Hai Duong,football,19,male,yes
12320,Vinh Phuc,volleyball,19,male,yes
12321,Ca Mau,marathon,23,female,no
12322,Hai Phong,volleyball,22,male,yes
12323,Vinh,badminton,21,male,no
12324,Ha Noi,marathon,22,female,no
12325,Hai Phong,badminton,18,female,yes
12326,Ca Mau,football,22,female,no
12327,Hai Duong,volleyball,21,male,yes
12328,Vinh,marathon,22,female,yes
12329,Binh Duong,football,22,male,yes
12330,Hai Duong,football,21,female,no
12331,Vinh,football,23,female,yes
12332,Ca Mau,football,23,male,no
12333,Ca Mau,marathon,21,female,no
12334,Ca Mau,volleyball,19,female,no
12335,Vinh Phuc,badminton,20,male,yes
12336,Vinh,marathon,21,male,yes
12337,Vinh Phuc,football,18,male,yes
12338,Hai Phong,marathon,19,female,no
12339,Hai Phong,marathon,23,male,yes
12340,Vinh,marathon,20,male,yes
12341,Binh Duong,badminton,19,female,yes
12342,Ca Mau,football,21,male,yes
12343,Vinh,football,18,male,yes
12344,Ca Mau,football,22,male,yes
12345,Ca Mau,badminton,22,male,yes
12346,Vinh Phuc,marathon,21,female,no
12347,Ha Noi,volleyball,18,male,yes
12348,Ca Mau,badminton,21,female,no
12349,Vinh,volleyball,23,female,yes
12350,Ha Noi,football,19,male,no
12351,Vinh Phuc,volleyball,23,male,no
12352,Vinh,football,19,male,yes
12353,Vinh Phuc,badminton,18,female,no
12354,Ca Mau,marathon,21,male,no
12355,Ca Mau,marathon,23,male,no
12356,Ha Noi,football,21,female,yes
12357,Ca Mau,volleyball,23,female,yes
12358,Vinh Phuc,marathon,21,female,yes
12359,Vinh,badminton,22,male,yes
12360,Binh Duong,marathon,22,male,yes
12361,Vinh,marathon,18,female,yes
12362,Vinh Phuc,badminton,18,male,yes
12363,Vinh,marathon,21,female,yes
12364,Ha Noi,football,19,female,yes
12365,Hai Duong,volleyball,20,male,no
12366,Vinh,badminton,18,female,yes
12367,Hai Duong,volleyball,19,male,no
12368,Ha Noi,badminton,20,male,no
12369,Ca Mau,volleyball,23,male,yes
12370,Vinh,badminton,23,female,no
12371,Vinh Phuc,volleyball,20,male,yes
12372,Binh Duong,football,18,female,yes
12373,Vinh Phuc,marathon,22,male,yes
12374,Ca Mau,marathon,18,male,yes
12375,Ca Mau,football,21,male,no
12376,Hai Phong,badminton,22,male,no
12377,Ha Noi,football,20,male,no
12378,Ha Noi,volleyball,21,male,yes
12379,Vinh,volleyball,22,male,yes
12380,Ha Noi,badminton,20,female,no
12381,Binh Duong,marathon,23,male,no
12382,Binh Duong,marathon,21,male,yes
12383,Binh Duong,badminton,21,female,yes
12384,Vinh,badminton,19,male,yes
12385,Ca Mau,marathon,22,female,no
12386,Vinh,badminton,22,male,yes
12387,Ca Mau,volleyball,19,male,no
12388,Ca Mau,volleyball,21,male,no
12389,Ca Mau,football,23,female,yes
12390,Hai Phong,football,22,male,no
12391,Ha Noi,volleyball,21,female,no
12392,Ca Mau,badminton,23,male,no
12393,Ca Mau,marathon,21,female,yes
12394,Ca Mau,football,20,female,yes
12395,Hai Phong,marathon,21,male,yes
12396,Hai Phong,volleyball,20,male,no
12397,Vinh,football,23,female,yes
12398,Binh Duong,football,18,male,yes
12399,Vinh Phuc,marathon,20,female,no
12400,Binh Duong,volleyball,20,male,no
12401,Hai Phong,volleyball,23,female,no
12402,Vinh Phuc,marathon,18,male,no
12403,Ha Noi,volleyball,18,male,yes
12404,Hai Phong,volleyball,21,female,no
12405,Ha Noi,football,22,female,yes
12406,Vinh,badminton,22,female,no
12407,Binh Duong,volleyball,23,male,yes
12408,Hai Duong,marathon,20,male,yes
12409,Binh Duong,badminton,21,male,yes
12410,Hai Phong,football,18,female,no
12411,Hai Phong,volleyball,20,male,yes
12412,Vinh Phuc,marathon,21,male,yes
12413,Ha Noi,badminton,21,female,yes
12414,Vinh,badminton,21,male,no
12415,Binh Duong,badminton,20,female,no
12416,Ha Noi,badminton,18,male,yes
12417,Ha Noi,marathon,20,male,no
12418,Hai Phong,badminton,21,male,no
12419,Binh Duong,marathon,18,female,yes
12420,Binh Duong,marathon,21,male,yes
12421,Vinh Phuc,football,23,male,yes
12422,Ca Mau,football,20,female,no
12423,Vinh,volleyball,20,male,yes
12424,Binh Duong,marathon,18,male,no
12425,Hai Phong,volleyball,22,male,yes
12426,Hai Duong,marathon,18,male,no
12427,Hai Duong,marathon,23,female,no
12428,Vinh Phuc,football,20,male,yes
12429,Vinh,football,22,male,yes
12430,Vinh Phuc,badminton,21,female,no
12431,Vinh,marathon,23,female,yes
12432,Ca Mau,badminton,22,male,yes
12433,Binh Duong,badminton,19,male,no
12434,Binh Duong,football,23,female,no
12435,Vinh Phuc,volleyball,21,female,yes
12436,Ha Noi,volleyball,21,male,yes
12437,Hai Phong,volleyball,23,male,yes
12438,Binh Duong,marathon,23,female,yes
12439,Vinh Phuc,volleyball,19,male,no
12440,Hai Duong,badminton,21,male,no
12441,Ha Noi,volleyball,21,male,yes
12442,Binh Duong,volleyball,23,male,no
12443,Binh Duong,badminton,18,female,yes
12444,Binh Duong,badminton,22,male,yes
12445,Hai Duong,badminton,23,male,yes
12446,Vinh,football,22,male,yes
12447,Vinh Phuc,volleyball,18,female,no
12448,Hai Duong,badminton,23,male,yes
12449,Vinh Phuc,marathon,21,male,yes
12450,Hai Duong,badminton,22,male,no
12451,Vinh,badminton,19,female,yes
12452,Hai Phong,marathon,18,male,yes
12453,Vinh,football,23,male,yes
12454,Ca Mau,football,23,female,no
12455,Ha Noi,marathon,20,female,yes
12456,Ca Mau,marathon,21,male,no
12457,Vinh Phuc,badminton,20,male,yes
12458,Hai Duong,marathon,18,female,yes
12459,Vinh,volleyball,23,female,no
12460,Hai Duong,football,23,female,no
12461,Binh Duong,badminton,20,male,no
12462,Ca Mau,badminton,18,male,yes
12463,Ha Noi,volleyball,20,female,no
12464,Binh Duong,football,22,female,no
12465,Ca Mau,marathon,19,female,no
12466,Ca Mau,marathon,18,female,no
12467,Binh Duong,football,22,female,no
12468,Hai Duong,football,21,male,no
12469,Vinh,football,22,male,no
12470,Hai Phong,badminton,22,male,yes
12471,Hai Duong,badminton,20,male,yes
12472,Hai Duong,volleyball,20,male,no
12473,Binh Duong,volleyball,21,male,no
12474,Vinh Phuc,badminton,23,female,yes
12475,Ca Mau,volleyball,22,male,yes
12476,Vinh,football,22,male,no
12477,Hai Phong,badminton,18,male,no
12478,Hai Duong,marathon,23,female,yes
12479,Binh Duong,badminton,22,female,yes
12480,Vinh,marathon,19,female,no
12481,Ha Noi,marathon,19,female,yes
12482,Hai Duong,marathon,23,male,no
12483,Vinh Phuc,football,19,female,no
12484,Vinh Phuc,badminton,19,male,no
12485,Hai Duong,badminton,19,female,yes
12486,Ha Noi,marathon,19,male,no
12487,Ca Mau,marathon,23,female,no
12488,Hai Phong,badminton,23,male,yes
12489,Hai Phong,volleyball,20,female,no
12490,Hai Duong,badminton,23,male,no
12491,Hai Phong,badminton,23,female,yes
12492,Ha Noi,football,21,female,no
12493,Vinh,marathon,23,male,yes
12494,Hai Phong,volleyball,20,female,no
12495,Vinh,marathon,22,male,no
12496,Vinh,marathon,19,female,yes
12497,Ha Noi,volleyball,22,male,no
12498,Vinh Phuc,badminton,22,male,yes
12499,Hai Phong,volleyball,23,male,no
12500,Hai Phong,volleyball,19,male,yes
12501,Hai Duong,marathon,21,female,yes
12502,Vinh,football,23,female,no
12503,Binh Duong,badminton,19,female,yes
12504,Vinh Phuc,badminton,18,male,no
12505,Binh Duong,football,18,female,no
12506,Ha Noi,football,18,male,no
12507,Hai Phong,football,18,male,yes
12508,Hai Phong,football,19,female,no
12509,Binh Duong,football,19,male,yes
12510,Hai Duong,badminton,20,female,yes
12511,Hai Duong,football,18,female,no
12512,Hai Phong,volleyball,21,female,no
12513,Ha Noi,volleyball,19,female,no
12514,Vinh,marathon,20,female,no
12515,Vinh Phuc,volleyball,21,male,yes
12516,Binh Duong,volleyball,20,male,no
12517,Hai Phong,football,21,male,no
12518,Ha Noi,football,21,female,no
12519,Ca Mau,football,22,female,no
12520,Ha Noi,marathon,22,female,no
12521,Ca Mau,badminton,20,female,no
12522,Binh Duong,volleyball,23,male,yes
12523,Ha Noi,volleyball,22,male,yes
12524,Hai Phong,badminton,18,male,yes
12525,Hai Duong,badminton,22,male,yes
12526,Binh Duong,volleyball,18,male,no
12527,Hai Duong,volleyball,19,male,yes
12528,Ha Noi,football,20,female,no
12529,Vinh,football,21,female,yes
12530,Vinh Phuc,marathon,20,male,yes
12531,Vinh,volleyball,22,female,no
12532,Ca Mau,badminton,18,male,no
12533,Vinh Phuc,marathon,19,female,no
12534,Vinh Phuc,football,21,female,no
12535,Ca Mau,volleyball,23,female,no
12536,Vinh,football,18,female,no
12537,Hai Phong,badminton,18,male,no
12538,Vinh,volleyball,22,male,no
12539,Vinh,volleyball,22,male,yes
12540,Vinh,football,23,female,no
12541,Vinh Phuc,marathon,21,female,yes
12542,Vinh,football,21,male,no
12543,Hai Duong,badminton,22,female,yes
12544,Ha Noi,badminton,22,female,no
12545,Ca Mau,marathon,20,female,no
12546,Vinh,badminton,19,female,no
12547,Ca Mau,marathon,22,male,no
12548,Vinh,badminton,20,female,no
12549,Binh Duong,volleyball,18,male,no
12550,Ca Mau,marathon,18,female,no
12551,Binh Duong,marathon,20,female,yes
12552,Vinh,football,21,male,yes
12553,Binh Duong,badminton,23,male,yes
12554,Vinh,football,18,male,no
12555,Hai Phong,football,23,male,no
12556,Vinh,badminton,23,male,no
12557,Hai Phong,volleyball,19,female,yes
12558,Vinh Phuc,volleyball,21,female,no
12559,Ca Mau,volleyball,19,male,yes
12560,Hai Phong,marathon,21,male,yes
12561,Binh Duong,marathon,23,male,yes
12562,Vinh,marathon,21,female,yes
12563,Ca Mau,football,23,female,no
12564,Ca Mau,volleyball,18,female,no
12565,Hai Duong,marathon,21,female,no
12566,Vinh,volleyball,22,female,no
12567,Vinh Phuc,marathon,23,female,yes
12568,Ha Noi,badminton,18,male,no
12569,Hai Phong,badminton,20,female,yes
12570,Ha Noi,football,22,male,yes
12571,Vinh,volleyball,21,female,yes
12572,Hai Duong,volleyball,19,female,no
12573,Hai Duong,marathon,21,male,no
12574,Ha Noi,badminton,20,male,yes
12575,Hai Phong,football,19,female,no
12576,Ca Mau,volleyball,18,male,yes
12577,Ca Mau,marathon,20,female,yes
12578,Hai Phong,marathon,19,male,yes
12579,Vinh,marathon,19,male,no
12580,Hai Phong,marathon,18,female,yes
12581,Hai Phong,marathon,20,female,yes
12582,Vinh Phuc,badminton,19,male,yes
12583,Vinh Phuc,marathon,20,male,no
12584,Hai Duong,badminton,18,male,yes
12585,Hai Duong,volleyball,22,female,yes
12586,Vinh Phuc,football,18,female,no
12587,Ca Mau,volleyball,23,female,yes
12588,Vinh Phuc,football,18,female,no
12589,Ca Mau,badminton,21,female,no
12590,Vinh Phuc,volleyball,18,male,yes
12591,Hai Phong,football,23,male,yes
12592,Ha Noi,marathon,18,male,yes
12593,Ca Mau,football,19,female,no
12594,Ca Mau,football,18,male,yes
12595,Ha Noi,badminton,22,male,yes
12596,Binh Duong,badminton,20,male,no
12597,Vinh Phuc,badminton,19,male,yes
12598,Hai Phong,football,19,female,no
12599,Ha Noi,marathon,23,male,yes
12600,Ca Mau,volleyball,21,female,no
12601,Hai Phong,football,18,male,yes
12602,Hai Phong,football,21,male,no
12603,Vinh Phuc,marathon,20,female,no
12604,Hai Duong,badminton,23,female,no
12605,Binh Duong,football,23,female,no
12606,Hai Duong,marathon,18,male,yes
12607,Ca Mau,marathon,22,male,no
12608,Ha Noi,football,23,female,yes
12609,Ha Noi,volleyball,23,male,yes
12610,Hai Duong,marathon,22,female,no
12611,Vinh,football,18,male,yes
12612,Vinh Phuc,football,18,male,no
12613,Vinh,badminton,23,female,yes
12614,Hai Duong,football,20,male,no
12615,Vinh,volleyball,18,male,yes
12616,Vinh,badminton,19,male,no
12617,Vinh,marathon,20,female,no
12618,Hai Phong,badminton,18,female,yes
12619,Vinh,volleyball,19,male,yes
12620,Binh Duong,badminton,23,male,yes
12621,Ha Noi,marathon,23,male,yes
12622,Hai Phong,badminton,23,male,yes
12623,Binh Duong,badminton,20,female,yes
12624,Ca Mau,marathon,18,female,no
12625,Hai Phong,marathon,18,female,yes
12626,Vinh,badminton,22,female,yes
12627,Ca Mau,marathon,22,female,yes
12628,Hai Duong,marathon,21,female,yes
12629,Ca Mau,badminton,19,male,yes
12630,Vinh Phuc,volleyball,20,male,no
12631,Vinh Phuc,badminton,21,female,yes
12632,Vinh,football,22,female,yes
12633,Vinh,badminton,21,female,no
12634,Hai Phong,football,23,male,yes
12635,Vinh Phuc,football,19,male,yes
12636,Hai Duong,football,21,male,no
12637,Hai Phong,volleyball,21,male,yes
12638,Vinh,football,22,female,yes
12639,Ca Mau,badminton,21,male,yes
12640,Vinh Phuc,volleyball,20,male,yes
12641,Vinh,badminton,19,female,yes
12642,Vinh Phuc,volleyball,21,male,yes
12643,Hai Duong,volleyball,23,female,yes
12644,Vinh Phuc,badminton,20,male,no
12645,Ca Mau,volleyball,19,female,yes
12646,Hai Duong,marathon,20,male,yes
12647,Hai Phong,marathon,23,female,no
12648,Ca Mau,badminton,18,female,yes
12649,Hai Duong,badminton,22,female,no
12650,Hai Duong,marathon,23,female,no
12651,Ca Mau,volleyball,19,female,no
12652,Ha Noi,badminton,22,female,no
12653,Hai Phong,marathon,21,male,no
12654,Hai Phong,marathon,23,female,no
12655,Binh Duong,volleyball,21,male,yes
12656,Hai Duong,football,21,male,yes
12657,Vinh,football,22,male,yes
12658,Hai Duong,football,23,male,no
12659,Vinh,marathon,23,female,no
12660,Vinh,volleyball,22,female,yes
12661,Ha Noi,football,20,male,no
12662,Ha Noi,volleyball,23,female,yes
12663,Ha Noi,volleyball,18,female,no
12664,Hai Phong,football,20,female,yes
12665,Hai Phong,badminton,23,female,yes
12666,Vinh Phuc,marathon,21,female,no
12667,Ha Noi,football,20,male,no
12668,Ca Mau,football,21,female,no
12669,Hai Duong,marathon,22,male,no
12670,Binh Duong,badminton,18,female,yes
12671,Hai Duong,badminton,19,female,yes
12672,Hai Duong,marathon,21,female,yes
12673,Hai Phong,marathon,18,male,no
12674,Binh Duong,volleyball,21,female,yes
12675,Ca Mau,badminton,23,female,no
12676,Hai Phong,football,21,female,yes
12677,Hai Duong,volleyball,18,male,yes
12678,Vinh Phuc,volleyball,19,male,no
12679,Ca Mau,football,20,female,yes
12680,Ha Noi,badminton,19,female,no
12681,Vinh,football,20,male,yes
12682,Vinh,volleyball,22,male,no
12683,Ha Noi,badminton,20,male,yes
12684,Hai Phong,badminton,22,male,yes
12685,Vinh Phuc,football,18,female,no
12686,Binh Duong,volleyball,22,female,no
12687,Binh Duong,football,18,male,yes
12688,Hai Phong,marathon,20,female,no
12689,Ha Noi,marathon,21,male,no
12690,Hai Phong,football,18,male,yes
12691,Vinh,marathon,23,female,no
12692,Vinh,football,20,female,no
12693,Binh Duong,marathon,21,male,no
12694,Binh Duong,volleyball,20,female,no
12695,Ha Noi,badminton,19,male,no
12696,Ha Noi,marathon,18,male,yes
12697,Vinh Phuc,football,22,male,yes
12698,Vinh Phuc,volleyball,18,female,no
12699,Binh Duong,badminton,20,male,yes
12700,Vinh Phuc,volleyball,22,male,yes
12701,Hai Phong,marathon,22,male,yes
12702,Binh Duong,volleyball,20,female,no
12703,Vinh,football,19,female,yes
12704,Hai Phong,volleyball,20,female,yes
12705,Vinh,volleyball,19,male,no
12706,Hai Phong,badminton,20,male,no
12707,Vinh,volleyball,22,male,yes
